Title_si,Title_en,Lyricist,Lyricist_en,Lyrics,Singer,Singer_en,Composer,Composer_en,Metaphor,Source,Target,Intepretation
දුර ඈත තුරු වදුලේ,Dura Atha Thuru Wadule,කැමිලස් පෙරේරා,Kamilas Perera,"දුර ඈත තුරු වදුලේ කටු අකුලේ/n පිපි නිදිකුම්බා මල් කැකුළ ඔබයි...
 මඳහස මුව මඬලේ නෙතු සඟලේ
 නිති තනි රකිනා පිනි කඳුළ මමයි...
 මුළු සසර පුරා සිසිලස තවරා
 දිවි ගිමන නිවන මඳ පවන ඔබයි…
 හද විමන අරා සෙනෙහස අතුරා
 එහි නිබඳ රඳන මල් සුවඳ මමයි…
 ඇස කඳුළු සලා හිස ගිනි අවුලා
 හිත නැඟෙන බිඳෙන දුක් සුසුම ඔබයි…
 නිති සිනා සලා දිවි ගෙවන තුරා
 ඔබ සිතන පතන පිළිසරණ මමයි…",නන්දාමාලිනි,Nanda Malini,සරත් දසනායක,Sarath Dasanayake,නිදිකුම්බා මල් කැකුළ ඔබයි; මඳ පවන ඔබයි; දුක් සුසුම ඔබයි,මඳ පවන; දුක් සුසුම; විමන,ඔබ; ඔබ; ඔබ,ගම්බද සුන්දර තරුණියක් ඔබ;  ඔබ මාව සන්සුන් කරයි; මාව නොසන්සුන් කරන්න අඩවන්න පුළුවන් ඔබට
සංසාර සාගරේ,Sansara Sagare,සුනිල් ආරියරත්න,Sunil Ariyarathne,"සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 ප්‍රදීපාගාරයක ආලෝක වළල්ලක් එවාලා
 ඔබ සිටින ගොඩබිමෙහි
 මං ළකුණු දන්වන්න
 නැංගුරම් ලන තැනට, පෙනෙන සේ ඔබ ඉන්න
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 වෙරළ වෙත සැපත් මා
 දෝත පා පිළිගන්න සිනා සී
 දුර්ඝ වූ ගමන් මග විඩා ගිනි දුරලන්න
 යාත්‍රාව පදවන්න, මා සමග එක් වන්න
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....",නන්දාමාලිනි,Nanda Malini,සරත් දසනායක,Sarath Dasanayake,ජීවිතේ යාත්‍රාව; සංසාර සාගරේ,යාත්‍රාව; සාගරේ,ජීවිතේ; සංසාර,සසර පුරා ගමන් කරන ජීවිතය; කෙළවරක් නැති සසර
වාසනාවන්,Wasanawan,කුලරත්න අරියවංස,Kularathne Ariyawansha,"වාසනාවන් වාසනාවන්…
 ඔබේ දිවි මඟ වාසනාවේ සුවහසක් මල් පිපේවා
 ඔබේ ලෝකය පැතුම් කුසුමන් පිපී සුවඳින් පිරේවා
 වාසනාවන් වාසනාවන්..
 අහිමි වේ නම් ඔබේ ලෝකය
 දුරස් වී මා හිඳින්නම්
 සිතින් සිපගෙන ඔබේ පා යුග
 සදා සැනසී හිඳින්නම්..
 ඔබෙන් හඳුනාගත් මිනිස්කම
 තුළින් මා ලොව දකින්නම්
 ඔබේ සෙනෙහස වුවද මා ලද
 වාසනාවකි සිතන්නම්..",නන්දාමාලිනි,Nanda Malini,රෝහණ වීරසිංහ,Rohana Weerasinghe,පැතුම් කුසුමන්,කුසුමන්,පැතුම්,සුන්දර ප්‍රාර්ථනාවන්
අයන්න කියන්න ලොවටම ඇහෙන්න,Ayanna Kiyanna Lowatama Ahenna,සුනිල් ආරියරත්න,Sunil Ariyarathne,"අයන්න කියන්න ලොවටම ඇහෙන්න
 එන්න මගේ මල්ලී
 දුවන්න පනින්න නටන්න ගයන්න
 එන්න මගේ නංගී //
 පාසල නම් රන් දෙවොලේ
 දෙවියන් වන් ගුරු කැළගේ
 සිත දිනමින් පා සෙවණේ
 ශිල්ප ලබා මතු දවසේ
 ලෝකය දකින්න
 එහි සැරිසරන්න
 එන්න මගේ මල්ලී
 එන්න මගේ නංගී
 අයන්න කියන්න ලොවටම ඇහෙන්න
 එන්න මගේ මල්ලී
 දුවන්න පනින්න නටන්න ගයන්න
 එන්න මගේ නංගී
 කාසි පනම් හිටි හැටියේ
 සතුරෝ ගෙන යති රහසේ
 පොතින් පතින් ලද දැණුමේ
 ධනය සදාකල් සුරැකේ
 ඥානය වඩන්න
 කාලය ගෙවන්න
 එන්න මගේ මල්ලී
 එන්න මගේ නංගී
 අයන්න කියන්න ලොවටම ඇහෙන්න
 එන්න මගේ මල්ලී
 දුවන්න පනින්න නටන්න ගයන්න
 එන්න මගේ නංගී
 එන්න මගේ මල්ලී
 එන්න මගේ නංගී ///",නන්දාමාලිනි,Nanda Malini,මර්වින් පෙරේරා,Mervin Perera,පාසල නම් රන් දෙවොලේ,රන් දෙවොලේ,පාසල,වටිනා පුජනීය ස්ථානයක් වූ පාසැල
ආ මඟ වැරදී යන මං නොපෙනෙයි,Aa Maga Waradi Yana Man Nopenei,Unkown,Unkown,"ආ මඟ වැරදී යන මං නොපෙනෙයි
තනිවී දෙවිඳුන් නැති දෙවොලේ
කවුරු යදින්න ද කවුරු පතන්න ද
හිරු සඳු වත් නැති මිහිමඬලේ...

සඳගල තැන්නේ පාමුල සීතල වතුරේ
නුඹෙ සෙවනැලි පාවෙයි
නිල් දිය රැළි අතරේ
දං පඳුරේ මංකඩ ළඟ ගොම්මන් අඳුරේ
දියබුං හඬ නෑ දැන් එය සිහිනෙකි මිහිරේ...

හඬා දොඩා කීවත් කවුරුද ඇසුවේ
ප්‍රාර්ථනා ගඟ උතුරා කඳුළැලි ගැලුවේ
මන්දාරම් අහස වැසූ මිහිදුම් සළුවේ
කිම්ද සොඳුරු ජීවන මඟ හිරිකඩ හෙලුවේ...

සඳගල තැන්නේ පාමුල සීතල වතුරේ
නුඹෙ සෙවනැලි පාවෙයි
නිල් දිය රැළි අතරේ
දං පඳුරේ මංකඩ ළඟ ගොම්මන් අඳුරේ
දියබුං හඬ නෑ දැන් එය සිහිනෙකි මිහිරේ...",අමරසිරි පීරිස්,Amarasiri Peries,Unkown,Unkown,ප්‍රාර්ථනා ගඟ උතුරා කඳුළැලි ගැලුවේ,ගඟ,ප්‍රාර්ථනා,ප්‍රාර්ථනා ගංගාවක් මෙන් දෝරෙ ගලයි
අත්වැල ගිලිහී ලොව තනි වුදා,Ath wal gilihee lowa thani wuu daa,ජයතිස්ස බොරළුගොඩ,Jayathissa Boralugoda,"අත්වැල ගිලිහී ලොව තනි වුදා
දකිනා පෙරමඟ ලකුණු නැති
ආශා දැහැනින් වැනසී යාදෝ
යුගදිවි ගමනේ සොඳුරු ගති ...//

උසුලනු හැකිවෙද
තණ්හා ආශා
සඟවනු හැකිවෙද
සිතුවිලි මාලා
ඉවසනු හැකිවෙද
සෝ දුක් සංකා
ආශා දැහැනින් වැනසී යාදෝ
යුගදිවි ගමනේ සොඳුරු ගති

දෑඟිලි එක්කල
වරපට දෙදරා
සෙනෙහස වැපුරූ
සරු කෙත වනසා
පුහුදුන් හදවත
සෝගිනි දල්වා
ආශා දැහැනින් වැනසී යාදෝ
යුගදිවි ගමනේ සොඳුරු ගති",අමරසිරි පීරිස්,Amarasiri Peries,කළණි පෙරේරා,Kalani Perera,සෙනෙහස වැපුරූ සරු කෙත වනසා පුහුදුන් හදවත සෝගිනි දල්වා,සෙනෙහස වැපුරූ සරු කෙත,පුහුදුන් හදවත,වැපිරූ කුඹුරක පිහිදුන් බව විනාස කරන්නාක් මෙන් හදවත සෝ ගින්නෙන් දවා දමයි
සොඳුරිය කාලය කොතරම් නපුරුද,Sonduriya Kalaya Kotharam Napuruda,සමන්ත හේරත්,Samantha Herath,"සොඳුරිය කාලය කොතරම් නපුරුද

දිවි හිමියෙන් කඳුළැලි පුරවාගෙන
රැකගත් ආලය උදුරා ගෙන ගිය
කාලය කොතරම් නපුරුද සොඳුරිය...

පෙරුම් පුරා දුක සේ ගළපා ගත්
කවිය ඔබම වී නැළැවුණු යුගයක
හද ඇඳි ඔබ රුව සිහිනෙකවත් නැත
ඒ රුව කෙතරම් මිහිරිද සොඳුරිය...

ලොවට හොරා විළි ලා බිහිකර ගත්
වසන්තයේ සඳ මියැදුණු දවසක
බෙදා හදාගත් දුක වත් අද නැත
ඒ දුක කොතරම් මිහිරිද සොඳුරිය...",අමරසිරි පීරිස්,Amarasiri Peries,ප්‍රේමසිරි කේමදාස,Premasiri Kemadasa,කවිය ඔබම වී,කවිය,ඔබ,ඔබ කවියක් මෙන් සුන්දරයි ලස්සනයි
හිම දිය වී හිමාලයේ,Hima Diya Wee Himalayee,ධම්මික බණ්ඩාර,Dhammika Bandara,"ක්‍රි : හිම දිය වී හිමාලයේ ...
යමුනා ගඟ නඟයි තරංගා ...
සුදු පෙණ කැටි බලන්න රාධා ...


රා :
සුළඟ හමයි සීතල සාදා ....
සීතල ගිනි ගනීද ක්‍රිෂ්ණා ....
ක්‍රි :
සිනා රැලි නඟා උතුරන ...
ඔය හදවත් නීල ජලාශේ ...
පීනන මේ ස්වර්ණ හංසයෝ ....
අකීකරු ද මෙතරම් රාධා ...
රා :
ඉඩ දී දෙන්නට දඬුවම් ....
දෑස පියා ගන්නම් ක්‍රිෂ්ණා ....
ක්‍රි :
මල් පෙති පොඩි වී ඉකිලන ...
මේ හෝපලු යහන් තලාවේ ...
සඳ දිය මිණි මෙවුලට වැටිලා ....
දෑස නිලංකාරයි රාධා ...
රා :
ගිලිහී ගිය දෙන් මිණි කැට ...
දෑස වසා ඉන්නම් ක්‍රිෂ්ණා ...",අමරසිරි පීරිස්,Amarasiri Peries,ඩැනිස්ටර් පෙරේරා,Danister Perera,ඔය හදවත් නීල ජලාශේ ,නීල ජලාශය,හදවත,රාධාගේ හදවත නීල ජලාශයක් මෙන් පිවිතුරුයි
හන්තානට පායන හඳ,Hanthanata Payana Sanda,ධම්මික බණ්ඩාර,Dhammika Bandara,"හන්තානට පායන හඳ ලස්සනයිද කියන්න ....
මා නොදකින ඒ පුරහඳ
ඔබට හැකිය දකින්න ....

අඳුරු ලලා වහිනා කල
සරසවි බිම තෙමෙන්න ....
කුඩේ යටින් ඔබ යන කල
එපා තනිය දැනෙන්න ....
ලතා මඬුලු අත වනාවි
එපා අහක බලන්න ....
මා ගැන මතකය ගුලි කර
මහවැලියට දමන්න ....",අමරසිරි පීරිස්,Amarasiri Peries,ඩැනිස්ටර් පෙරේරා,Danister Perera,ලතා මඬුලු අත වනාවි,ලතා මඬුලු ,පෙම්වතුන්ගේ ඇරයුම්,තුරු ලතාවන් සෙලවීම පෙම්වතුන් ආදරයට ඇරයුම් කරන්නාක් මෙනි
හිතවතුනි අද සුදු ඇදන් එන්න,Hithawathuni Sudu Andan Enna,ධම්මික බණ්ඩාර,Dhammika Bandara,"හිතවතුනි අද සුදු ඇදන් එන්න

මේ සුසානේ පහන් දල්වන්න
ප්‍රථම ප්‍රේමය වල දමන්නට
අසීරුයි මට උදව් වෙන්න
හිතවතුනි අද සුදු ඇදන් එන්න

පාසලේ අරලියා ගස් යට
ලියු එක කැවී පේලියක්
තවම වටහ ගන්න බරිවුනි
ඇසුරු කෙරුවත් කාලයක්
හිතවතුනි අද සුදු ඇදන් එන්න ..........

මතක ගොක් කොළ රැහැන් අතරින්
යලි ලියන්නට පෙම් කවක්
මටත් මගේ හිත හදා ගන්නට
දෙන්න අරලිය මල් මිටක්
හිතවතුනි අද සුදු ඇදන් එන්න ....",අමරසිරි පීරිස්,Amarasiri Peries,ඩැනිස්ටර් පෙරේරා,Danister Perera,මතක ගොක් කොළ  රැහැන් අතරින්,ගොක් කොළ රැහැන්,මතක,මිය යන මතකයන් අතරින් 
ආ මඟ වැරදී යන මං නොපෙනෙයි,Aa Maga Waradi Yana Man Nopenei,Unkown,Unkown,"ආ මඟ වැරදී යන මං නොපෙනෙයි
තනිවී දෙවිඳුන් නැති දෙවොලේ
කවුරු යදින්න ද කවුරු පතන්න ද
හිරු සඳු වත් නැති මිහිමඬලේ...

සඳගල තැන්නේ පාමුල සීතල වතුරේ
නුඹෙ සෙවනැලි පාවෙයි
නිල් දිය රැළි අතරේ
දං පඳුරේ මංකඩ ළඟ ගොම්මන් අඳුරේ
දියබුං හඬ නෑ දැන් එය සිහිනෙකි මිහිරේ...

හඬා දොඩා කීවත් කවුරුද ඇසුවේ
ප්‍රාර්ථනා ගඟ උතුරා කඳුළැලි ගැලුවේ
මන්දාරම් අහස වැසූ මිහිදුම් සළුවේ
කිම්ද සොඳුරු ජීවන මඟ හිරිකඩ හෙලුවේ...

සඳගල තැන්නේ පාමුල සීතල වතුරේ
නුඹෙ සෙවනැලි පාවෙයි
නිල් දිය රැළි අතරේ
දං පඳුරේ මංකඩ ළඟ ගොම්මන් අඳුරේ
දියබුං හඬ නෑ දැන් එය සිහිනෙකි මිහිරේ...",අමරසිරි පීරිස්,Amarasiri Peries,Unkown,Unkown,ප්‍රාර්ථනා ගඟ උතුරා කඳුළැලි ගැලුවේ,ගඟ,ප්‍රාර්ථනා,ප්‍රාර්ථනා ගංගාවක් මෙන් දෝරෙ ගලයි
සත්මහලින් බැස එන්නම්,Sathmahalin Basa Ennam,බන්දුල නානායක්කාරවසම්,"
Bandula Nanayakkarawasam","සත්මහලින් බැස එන්නම් ඔබ මා පිළිගන්නවනම්..
ආදරයේ පියගැටපෙළ පාර කියාවී..
මහ පොළොවට පිළිගන්නම් සිටු සැප හැර එනවා නම් ..
ජීවිතයේ දුහුවිල්ලෙන් ඇස් බොඳවේවී...

සිරියහනේ පොකුරු පිච්ච් මල් තනිවේවි..
දුකට කරුණු අහස අසාවී..
පන් පැදුරේ අලුත් පැතුම් දළු ලියලාවී..
ඒ පැදුරෙන් අප නොවැටේවී...

සත්මහලට පෑයූ සඳ පැලටත් ඒවී..
ඔබේ ලොවට එලිය වැටේවී...
සඳ නාවත් මගේ පැලේ එලිය ගලාවී
ඔබට පුරා හඳ පරදීවී....","නිරෝෂා විරාජිනි, කරුණාරත්න දිවුල්ගනේ","Nirosha Wirajini, Karunarathna Diwulgane",රෝහණ වීරසිංහ,Rohana Weerasinghe,ආදරයේ පියගැටපෙළ; ජීවිතයේ දුහුවිල්ලෙන් ඇස් බොඳ වෙවී,පියගැටපෙළ; දුහුවිල්ල,ආදරය;ජීවිතය,ආදරය පියගැටපෙළක් පාර කියන්නාක් මෙන් ඔබට පාර කියාවි;ජීවිතයට එන ප්‍රශ්න දුවිල්ලක් මෙන් කඳුළු ගෙන ඒවි
සැනසෙන්නම් මා,Sanasennam Ma,සේනක බටගොඩ,Senaka Batagoda,"රෑ අහසේ තරු තිබුණට...
නෑ එළියා.ක්. හඳ වාගේ...
ජීවිතයට මොනවා තිබුණද...
නෑ කිසිවක් නුඹ වාගේ...
සැනසෙන්නම් මා...
නුඹ ළඟනම් හැම මොහොතෙම හඳුනාගන්නට ජීවිතයට
සරලයි නම් මා.
නුඹ හා ගෙවනා කාලය...
සෙනෙහස විඳ ඉපිලෙයි සිත...
පාට ඉතිරෙන දේදුන්නක හැඩ...
පාවී යන්නෑ සුළඟේ බොඳවී...
ලෝකය ගැන නුඹ දකිනා සිත...
පාට පාට දේදුන්නක් වාගේ...
සැනසෙන්නම් මා...
නුඹ ළඟනම් හැම මොහොතෙම හඳුනාගන්නට ජීවිතයට
සරලයි නම් මා.
නුඹ හා ගෙවනා කාලය...
සෙනෙහස විඳ ඉපිලෙයි සිත...
සැනසෙන්නම් මා...
සැනසෙන්නම් මා...
සැනසෙන්නම් මා...
සැනසෙන්නම් මා...",සේනක බටගොඩ,Senaka Batagoda,සේනක බටගොඩ,Senaka Batagoda,"ලෝකය ගැන නුඹ දකිනා සිත...
පාට පාට දේදුන්නක් වාගේ...",දේදුන්න,මිනිස් මනස,ලෝකය ගැන නුඹේ සිත දේදුන්නක් මෙන් වර්ණවත්
අළු යට ගිනි,Alu Yata Gini,සේනක බටගොඩ,Senaka Batagoda,"පුපුරන්නට යන කන්දක් ලග
සුවසේ ඉන්නට බෑ
අවදානම කොයි මොහොතෙද!
ජීවිතයම සීමා කොටු තුල
සිරවී සිටියාද හිතෙනවා බැලුවම
පසුගිය කාලය
වෙනසක් විය යුතුමයි ජීවිතයට
කවදද කොහොමද නොදනී හරියට
අළු යට ගිනි වැනි හිතුවිලි
අපිව වසාගෙන කොහෙදො ඈතක යනවා...
සීතල කදු වැටියෙන් ඔබේ
නිල්ල පිරුණු මිටියාවත
තොතැන්නකි හැමදෙටම ...
ජීවිතයට අගයක් වන වේනම්
සිතුවිලි වල සුවඳ දැනෙනම් තව,
වෙන මොනවද?
වෙනසක් විය යුතුමයි ජීවිතයට
කවදද කොහොමද නොදනී හරියට
අළු යට ගිනි වැනි හිතුවිලි
අපිව වසාගෙන කොහෙදො ඈතක යනවා...
අළු යට ගිනි වැනි හිතුවිලි
අපිව වසාගෙන කොහෙදො ඈතක යනවා...
අළු යට ගිනි",සේනක බටගොඩ,Senaka Batagoda,සේනක බටගොඩ,Senaka Batagoda,අළු යට ගිනි වැනි හිතුවිලි,අළු යට ගිනි,සිතිවිලි,අළු යට ගිනි මෙන් සිතිවිලි කිනම් මොහොතක හෝ නැවත පැමිණිය හැක
නිදි නැති රැය පුරාවට,Nidi nathi reya purawata,සේනක බටගොඩ,Senaka Batagoda,"නිදි නැති රැය පුරාවට කිසි නිමක් නැති
සිතිවිලි සයුරටත් වැඩි මිස අඩුත් නැති
අවසානයේ දී ඒ හැම බොඳ මීදුමක් සේ
ඈතට පාවි පාවි ගිය හැටි මතකයි

ජිවිතයේ මේ විදියට ප්‍රාර්ථනා පුරවාගෙන
කාලය තුල දිව යනවා
කල කී දේවල් පමණක් පසු පස වාගෙ දැනෙනව
සෙවනැල්ලක් වගේ

විටකදි නොසිතු දේ විටකදි ළඟා වෙති
එලෙසම සමහරක් දේවල් ඈත් වෙති
අවසානයේ දී ඒ හැම බොඳ මීදුමක් සේ
ඈතට පාවි පාවි ගිය හැටි මතකයි

ජිවිතයේ මේ විදියට ප්‍රාර්ථනා පුරවාගෙන
කාලය තුල දිව යනවා
කල කී දේවල් පමණක් පසු පස වාගෙ දැනෙනව
සෙවනැල්ලක් වගේ //",සේනක බටගොඩ,Senaka Batagoda,සේනක බටගොඩ,Senaka Batagoda,සිතිවිලි සයුරටත් වැඩි මිස අඩුත් නැති,සයුර,සිතිවිලි,සිතිවිලි සයුරක් මෙන් අති විශාලයි
හදවත ඉල්ලා,Hadawatha Illa,වර්නන් පෙරේරා, Vernon Perera,"හදවත ඉල්ලා නොලැබුණු විටදි
දහසක් සිතුවිලි මා හද තුල කැලඹී
මිතුරිය ඔබ කෙලෙසක හෝ අමතක කරමි
නොපිරූ පෙරුමන් පුරලා කුමටද ළතැවී
ඔය නෙතු අග රැඳී තිබූ
නිල්මිණි ඡායා
දැක මා හදවත සසැලී
සෙනෙහස කීවා
හදවත ඉල්ලා නොලැබුණු විටදි
දහසක් සිතුවිලි මා හද තුල කැලඹී
මතු අප උපදින භවයේ
යලි හමුවේවා
ඔය නෙතු අග සිසිල දැනී
මට ළංවේවා
හදවත ඉල්ලා නොලැබුණු විටදි
දහසක් සිතුවිලි මා හද තුල කැලඹී
මිතුරිය ඔබ කෙලෙසක හෝ අමතක කරමි
නොපිරූ පෙරුමන් පුරලා කුමටද ළතැවී",ප්‍රියා සූරියසේන,Priya Suriyasena,ස්ටැන්ලි පීරිස්,Stanley Peiris,නිල්මිණි ඡායා,කඳුළු,මිනිස් මනස,මිනිස් හැඟීම් දුක්බර සිතිවිලි කඳුලු ලෙස ප්‍රකාශ වේ
පායා ඈයි හිනෑහෙන්නෙ,Paya ai Hinehenne,ඇලෝයි ගුණවර්ධන,Aloy Gunawardane,"පායා ඈයි හිනෑහෙන්නෙ
නිල් ගුවනෙ තරු රාශී
නෑතිවී නෑතිවීනම් ඈගෙ මුහුනෙ
නිල්වන් දෙනෙතේ කාන්ති
පායා ඈයි හිනෑහෙන්නෙ...
ඈගෙ වත මට නොපෙනේ නම්
පුන් සද ඈයි හිනෑහෙන්නේ...
ඈගෙ වත මට නොපෙනේ නම්
පුන් සද ඈයි හිනෑහෙන්නේ...
නෑති දා ඈගෙ ගී රාවෙ
කොවුලනි ඈයි ගී ගෑයුවෙ
කොවුලනි ඈයි ගී ගෑයුවෙ
වනයෙ පිපි මල් ගොමුවෙ
සමනලයනි ඈයි නෑටුවෙ
නෑතිවී නෑතිවීනම් ඈගෙ මුහුනෙ
නිල්වන් දෙනෙතේ කාන්ති
පායා ඈයි හිනෑහෙන්නෙ
ඈගෙ දිමුතු දසන් නොපෙනි
මට මොකටද මුතු පන්තී...
ඈගෙ දිමුතු දසන් නොපෙනි
මට මොකටද මුතු පන්තී...
ඈගෙ කදුලෑලි නෑති විටදි
ඔනෑ නෑ දියමන්ති
ඔනෑ නෑ දියමන්ති
පායා ඈයි හිනෑහෙන්නෙ
නිල් ගුවනෙ තරු රාශී
නෑතිවී නෑතිවීනම් ඈගෙ මුහුනෙ
නිල්වන් දෙනෙතේ කාන්ති
පායා ඈයි හිනෑහෙන්නෙ...",එච්. ආර්. ජෝතිපාල,H.R. Jothipala,හින්දි තනුවක් ඇසුරින්,From a Hindi Melody,ඈගෙ දිමුතු දසන් නොපෙනි මට මොකටද මුතු පන්තී,මුතු පන්ති,දිමුතු දසන්,ඇගේ දත් පෙළ මුතු පන්තියක් මෙන් ලස්සනයි
මිහිරියේ ගැමි ළඳේ,Mihiriyee Gami Landee,මඩවල එස්. රත්නායක,Madawala S. Ratnayaka,"කැලේ මල් සුවඳ මුසු මිහිර දෙන නව උදේ
පැන් පුරා කළය ගෙන තබා ඔබ මුදු බඳේ
අහිංසක මුව දෙනක ගුණය රැඳවූ හදේ
උදෑසන මා දකින මිහිරියේ ගැමි ළඳේ

ඔබ මුහුණු දකින් විට නොපිපි වන මල් පිපේ
කියඹු වැල් මා බලා ඔබේ නළලත හැපේ
ඔබ නිසාමයි ළඳේ ගමට මෙපමණ ඔපේ
උදෑසන මුණ ගැසුම පමණි මට ඇති සැපේ

ඔබ දකිනු හැර අනෙක්‌ සම්පතක්‌ මට නැති
මුළු සොබාවික ලොවම දිගැස්‌ යුවළට ගැති
දවස සරුවට ඔබේ එක හිනාවක්‌ ඇති
රැගෙන ආ නව එළිය මගේ ගමට සඳවතී",ඩබ්ලිව්.ඩී.අමරදේව,W.D. Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D. Amaradewa,මිහිරියේ ගැමි ළඳේ;අහිංසක මුව දෙනක ගුණය රැඳවූ හදේ,මිහිරි;මුව දෙන,ගැමි කාන්තාව;හදවත,ගැමි කාන්තාවන් ඉතාම සුන්දර හා මිහිරි වේ;ඇයගේ හදවත මුව දෙනක සේ අහිංසක හා පිවිතුරුය
මළ හිරු බසිනා සැන්දෑ යාමේ,Mala Hiru Basina Sandaa Yaamee,මහගමසේකර,Mahagamasekara,"මළ හිරු බසිනා, සැන්දෑ යාමේ
ඔබගෙන් සමුගන්නම්.ම්.ම්...
අඳුරට ඉඩදී, අඳුරේ සැඟවී
අඳුරට ඉඩදී, අඳුරේ සැඟවී
ඔබගෙන් වෙන්වී, මම යන්නම්
නිදි නැති යහනේ, රෑ යාමේ
කාංසියේ ඔබ හිඳිනා වේලේ
නිදි නැති යහනේ, රෑ යාමේ
කාංසියේ ඔබ හිඳිනා වේලේ
සුළඟේ දැවටී ඔබට හොරෙන්
සුළඟේ දැවටී ඔබට හොරෙන්
මම ඔබ වෙත එන්නම්
සියුමැලි දෑතින්, ඔබ හිස අතගා
සියුමැලි දෑතින්, ඔබ හිස අතගා
ඔබ නිදි කරවා, මම යන්නම්
අළුයම පිබිදෙන, ඔබගේ දෑසේ
මල් පෙති අග පිනි කඳුලක් රඳවා
අළුයම පිබිදෙන, ඔබගේ දෑසේ
මල් පෙති අග පිනි කඳුලක් රඳවා
සුසුමක් වාගේ, ඉන් පිටවී
සුසුමක් වාගේ, ඉන් පිටවී
ඔබගෙන් වෙන් වෙන්නම්
අඳුරට ඉඩදී, අඳුරේ සැඟවී
අඳුරට ඉඩදී, අඳුරේ සැඟවී
ඔබගෙන් වෙන්වී, මම යන්නම්
ඔබගෙන් වෙන්වී, මම යන්නම්
ඔබගෙන් වෙන්වී, මම යන්නම්",ඩබ්ලිව්.ඩී.අමරදේව,W.D. Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D. Amaradewa,ඔබගේ දෑසේ මල් පෙති,මල් පෙති,දෑස,ඇයගේ දෑස මල් පෙත්තක් සේ සියුමැලි හා සුන්දර වේ
සන්නාලියනේ,Sannaaliyanee,මහගමසේකර,Mahagamasekara,"සන්නාලියනේ සන්නාලියනේ

මේ හිමිදිරි උදයේ...
සන්තොසෙන් ඔබ හිනැහී හිනැහී
කාටද ඇදුම වියන්නේ.....
කාටද ඇදුම වියන්නේ.....
මාල ගිරා තටු සේම රුවින් යුතු
නිල්වන් ඇදුම වියන්නේ
කාටද ඇදුම වියන්නේ
මාල ගිරා තටු සේම රුවින් යුතු
නිල්වන් ඇදුම වියන්නේ
ඊයේ ඉපදුණු කුළුඳුල් දූටයි
මේ පොඩි ඇදුම වියන්නේ

සන්නාලියනේ සන්නාලියනේ

මේ හැන්දෑ යාමේ
හැඩ වැඩ දමලා ලස්සන කරලා
කාටද ඇදුම වියන්නේ
කාටද ඇදුම වියන්නේ
සැන්දෑ අහසේ රන්වන් පාටින්
දිලිහෙන ඇදුම වියන්නේ
කාටද ඇදුම වියන්නේ
සැන්දෑ අහසේ රන්වන් පාටින්
දිලිහෙන ඇදුම වියන්නේ
ඒ කුලුදුල් දූ...දීගෙක දෙන්නයි
මoගල ඇදුම වියන්නේ

සන්නාලියනේ සන්නාලියනේ

සීතල සද එලියේ
මැලවුනු මූනින් වෙව්ලන දෑතින්
කාටද සලුව වියන්නේ
සීතල සලුව වියන්නේ
කනකොක් තටුවේ සුදුමැලි පාටින්
සීතල සලුව වියන්නේ
කාටද සලුව වියන්නේ
කනකොක් තටුවේ සුදුමලි පාටින්
සීතල සලුව වියන්නේ
මියගිය ඇයගේ මිනිය වහන්නයි
සීතල සලුව වියන්නේ",ඩබ්ලිව්.ඩී.අමරදේව,W.D. Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D. Amaradewa,මාලගිරා තටු සේම රුවින් යුතු නිල්වන් ඇදුම,මාලගිරා තටු,ඇදුම,සන්නාලියන් වියන ඇඳුම මාලගිරවෙකුගේ තටුවක පාට මෙන් අලංකාරය
